sink_id,lat,lon,row,col,area_m2,max_depth_m,volume_m3,catchment_m2,rsi,gw_depth_m,ksat_mm_hr,recharge_score
258,11.89185281541002,76.99878016795536,379,456,183600,2.19,156873.0,8215200.0,0.7615116292266136,7.750300091742333,13.498133422596489,119460.61381166657
156,11.92958205734304,77.00012764088153,239,461,203400,1.0,99967.0,1800.0,0.5838941530742416,7.750295261989322,11.965946312166178,58370.14680037271
265,11.892930793750963,76.95134912095385,375,280,136800,1.27,90914.0,2700.0,0.6266008541684159,7.750287505446957,13.39040512145343,56966.790055867365
335,11.86975425942068,76.96590182855658,461,334,63000,2.28,69608.0,22500.0,0.7080564085054519,7.7502944924047235,13.162964699952001,49286.390483247495
334,11.870832237761624,76.95350507763573,457,288,56700,1.99,92025.0,41400.0,0.5242594052763817,7.750291105150503,6.380191536034333,48244.97177055903
183,11.9179937901779,76.99042583581304,282,425,98100,1.41,74843.0,900.0,0.6327984681092335,7.750294303863625,12.241286147549276,47360.53574869936
231,11.903980071745634,76.95889496934045,334,308,66600,3.58,66232.0,7200.0,0.6734292171165734,7.750287956966555,13.619893655909475,44602.56390806489
6,11.985906425657332,76.97641211738078,30,373,212400,0.82,87184.0,900.0,0.49819420378168805,7.750281167268655,12.224198212921637,43434.563462502694
71,11.957070505037098,76.97829857947742,137,380,164700,0.75,71855.0,386100.0,0.6031994468324949,7.75028569536712,12.645239228811949,43342.89625214892
286,11.882689999512,76.94730670217531,413,265,77400,1.72,58770.0,7200.0,0.6578646375700853,7.750287858606191,13.226970449529013,38662.704749993914
248,11.896703717944266,76.99392926542112,361,438,117900,1.37,51188.0,900.0,0.6817987863396119,7.7502981518101315,12.567639559378385,34899.916275152056
247,11.898320685455682,76.95296608846526,355,286,61200,1.51,45729.0,1800.0,0.688229312868676,7.750287185475163,13.926662466764947,31472.03824817168
419,11.856010035573652,76.94730670217531,512,265,51300,2.51,44416.0,1800.0,0.6947205235699916,7.750291516470759,13.505594828261684,30856.706774884748
252,11.897512201699971,76.97722060113648,358,376,41400,1.8,56457.0,67500.0,0.5156684466404077,7.750293652073208,6.380191536034333,29113.093491977495
216,11.907214006768465,76.99931915712583,322,458,90000,1.15,36632.0,9900.0,0.6933679657095353,7.75029812799744,12.758522483498151,25399.455319871697
402,11.85924397059648,76.92978955413497,500,200,27900,2.18,34228.0,8100.0,0.7264892372134971,7.750286511854042,14.199521728350474,24866.27361134358
27,11.974048663906956,76.91092493316846,74,130,55800,1.66,46424.0,7200.0,0.46341324131917583,7.750265620299836,12.876377977321127,21513.49631500142
57,11.960573934645163,76.92898107037927,124,197,9900,5.62,41373.0,163800.0,0.5002317992047661,7.7502722447361,13.21661938537864,20696.09022849879
134,11.937127905729644,76.88370598005964,211,29,33300,1.94,31428.0,1130400.0,0.5233919667983803,7.750263715121648,13.795381550180235,16449.162732539495
359,11.865172851471671,76.93194551081686,478,208,28800,1.25,24470.0,7200.0,0.6688145721727609,7.750286259624235,13.863526490895055,16365.892581067457
408,11.85924397059648,76.94461175632294,500,255,9900,3.54,23679.0,27900.0,0.6696000628795035,7.750290371735713,13.441685090898037,15855.459888923762
227,11.905058050086575,76.99446825459158,330,440,92700,0.36,22355.0,18000.0,0.6918167453400572,7.750297147305201,12.725466635257701,15465.56334207698
115,11.94251779743436,76.94730670217531,191,265,71100,0.61,24139.0,47925000.0,0.5959323544144841,7.750279574618865,13.31620226755328,14385.211103211232
84,11.953567075429032,76.89664172015097,150,77,32400,1.37,24534.0,13500.0,0.5594306071966018,7.750264774207472,14.576515427821557,13725.070516961428
119,11.941439819093418,76.9074215035604,195,117,36900,1.62,38196.0,593100.0,0.20889545278630062,7.7502692897284335,13.904233419523347,7978.970714625539
